datetime,T,TM,Tm,H,PP,VV,V,VM,pm2.5
17/12/2021,20.8,25,17,69,0,8.9,13.3,18.3,4.81
18/12/2021,18.3,22,14,53,0,9.8,12.4,22.2,2.06
19/12/2021,18.8,22,14,53,0,9.8,7.2,20.6,1.12
20/12/2021,18.6,22,16,61,0,10,10.6,16.5,1.79
21/12/2021,18.6,23,14,70,0,7.6,7.2,13,2.66
22/12/2021,18.8,25,14,71,0,6.1,6.5,16.5,1.3
23/12/2021,19.9,24,16,73,0,5.1,8.1,13,0.67
24/12/2021,20.5,23,18,79,0,3.9,5.6,13,4.43
25/12/2021,20.5,24,18,81,-,4.7,6.7,14.8,11.75
26/12/2021,16.6,19,13,73,0,7.9,15.9,24.1,8.1
27/12/2021,12.7,14,11,71,0,10,13.1,18.3,3.21
28/12/2021,14.8,17,11,72,0,9.2,6.1,14.8,3.17
29/12/2021,14.9,16,14,76,-,9.7,11.7,16.5,3.11
30/12/2021,15.8,19,13,74,-,9.2,10.9,16.5,3.84
31/12/2021,15.5,17,14,84,-,9.3,7,13,4.75
01/01/2022,16.2,17,15,78,-,9,9.4,16.5,6.98
02/01/2022,16.6,22,12,78,0,6.4,5.2,13,12.22
03/01/2022,17.7,20,13,81,0,4.3,3.1,9.4,11.76
04/01/2022,20.7,24,17,74,0,6.3,9.4,20.6,13.61
05/01/2022,20.6,24,18,83,0,4.5,8.3,14.8,4.2
06/01/2022,21,25,18,81,-,7.4,9.8,16.5,10.8
07/01/2022,21,24,19,76,0,7.4,14.4,22.2,6.17
08/01/2022,18.6,22,14,81,-,6.4,15,20.6,12.4
09/01/2022,14.2,15,13,87,-,8.7,11.1,18.3,8.84
10/01/2022,15.3,17,13,86,-,6.9,11.5,18.3,7.0
11/01/2022,17.4,20,15,63,0,9.7,8.3,14.8,3.45
12/01/2022,16.9,18,15,76,0,7.6,9.1,14.8,6.6
13/01/2022,15.6,17,15,77,0,9.3,9.6,18.3,8.56
14/01/2022,16.7,18,15,81,-,4.5,5.4,9.4,8.12
15/01/2022,18.5,21,16,89,-,3.4,4.4,9.4,6.5
16/01/2022,18.3,25,13,87,-,6.3,12.2,25.9,4.14
17/01/2022,14.9,16,14,81,-,10,9.6,18.3,6.13
18/01/2022,17.2,22,13,70,0,7.9,6.7,18.3,12.96
19/01/2022,17.8,22,14,69,-,9,8,14.8,8.83
20/01/2022,16.4,17,15,85,-,6.3,7.4,27.8,8.39
21/01/2022,16.1,17,16,97,-,4.2,4.8,11.1,9.04
22/01/2022,18.9,21,16,93,-,2.9,6.3,11.1,14.96
23/01/2022,21.1,24,18,89,-,3.7,6.7,13,12.31
24/01/2022,22.4,27,20,84,0,6.3,10.4,18.3,8.89
25/01/2022,20.6,22,19,89,-,6.3,13.3,22.2,10.76
26/01/2022,20.8,23,19,93,-,5.5,12.6,20.6,11.98
27/01/2022,22.2,26,20,86,0,7.9,15.6,22.2,10.0
28/01/2022,22.6,26,20,81,-,8.9,17,25.9,10.12
29/01/2022,14.9,20,13,81,-,9.3,19.4,33.5,11.6
30/01/2022,12.4,14,11,80,-,9.5,12.8,18.3,5.83
31/01/2022,12.8,14,12,73,-,10,12,18.3,2.84
01/02/2022,12.8,15,11,74,0,10,12.2,16.5,6.29
02/02/2022,12.6,14,11,75,0,10,12.4,16.5,6.49
03/02/2022,14.4,16,12,65,0,10,8.9,14.8,8.5
04/02/2022,15.6,18,14,67,0,10,8.3,13,15.89
05/02/2022,14.1,17,12,72,-,8.4,6.5,16.5,11.29
06/02/2022,13.1,14,12,96,-,4.5,7.4,14.8,11.98
07/02/2022,17.2,20,14,88,-,5.5,6.9,13,9.2
08/02/2022,15.2,17,13,93,-,8.4,15,18.3,7.25
09/02/2022,12.6,14,11,91,-,9,14.3,18.3,12.46
10/02/2022,13.8,15,12,92,-,5.6,7,13,3.28
11/02/2022,16.3,18,14,96,-,4.2,6.9,11.1,14.02
12/02/2022,14.7,16,13,94,-,6.8,11.7,20.6,8.62
13/02/2022,13.9,15,13,80,-,9.7,13.3,24.1,6.91
14/02/2022,16.9,21,13,67,0,9.5,9.1,20.6,14.76
15/02/2022,16.1,17,15,88,-,6.8,7.6,13,7.57
16/02/2022,16.6,17,15,95,-,3.4,4.3,11.1,8.03
17/02/2022,19.1,20,17,95,-,2.3,5.6,9.4,2.81
18/02/2022,19.6,22,14,97,-,4,15.6,31.7,8.76
19/02/2022,11.2,13,8,89,-,9.5,18.5,31.7,16.86
20/02/2022,9.1,10,8,83,-,10,13.5,20.6,8.47
21/02/2022,11.3,13,9,68,0,10,13.7,18.3,11.35
22/02/2022,11.8,13,11,66,0,10,13.1,20.6,2.94
23/02/2022,13.8,17,10,58,0,10,10.4,18.3,6.69
24/02/2022,14.3,19,10,64,0,8.7,8.9,18.3,7.44
25/02/2022,15.9,20,11,66,0,7.4,7.2,16.5,6.14
26/02/2022,18,21,13,72,0,5.5,5,11.1,5.28
27/02/2022,18.9,22,16,73,0,4,5.4,13,8.97
28/02/2022,20.5,24,16,72,0,5.8,9.4,16.5,7.66
01/03/2022,20.7,22,19,84,0,3.1,5.2,13,5.49
02/03/2022,22.5,25,18,75,0,4.8,8.3,16.5,5.86
03/03/2022,22.4,26,19,80,0,6.4,12.2,22.2,10.35
04/03/2022,21.4,23,20,91,-,4,10,14.8,5.62
05/03/2022,21.4,22,21,96,-,3.5,9.8,14.8,4.85
06/03/2022,22.3,24,19,95,-,4.2,11.7,25.9,3.61
07/03/2022,20.2,24,16,78,-,8,7.8,20.6,2.82
08/03/2022,20.4,26,16,65,0,7.9,13.7,22.2,4.36
09/03/2022,19.9,23,17,79,-,8,14.1,22.2,6.65
10/03/2022,21.1,24,19,83,-,7.7,10.6,16.5,13.01
11/03/2022,22,24,20,82,-,8.2,10.4,16.5,8.14
12/03/2022,22.5,25,21,84,0,8,14.4,20.6,8.94
13/03/2022,22.9,25,21,86,0,7.9,12.6,16.5,10.78
14/03/2022,23.5,25,21,83,0,7.2,8.3,18.3,3.82
15/03/2022,24.7,28,22,80,-,4.7,7.6,18.3,13.89
16/03/2022,23.6,26,22,87,-,5.5,12.8,20.6,6.87
17/03/2022,23.6,25,22,90,-,4.5,10.6,14.8,10.38
18/03/2022,24.9,28,22,84,-,4.8,10.7,18.3,12.07
19/03/2022,24.3,26,22,88,-,6,14.3,20.6,12.34
20/03/2022,25.3,28,24,88,-,7.1,16.7,27.8,8.02
21/03/2022,25.2,28,24,92,-,4,13.5,18.3,13.4
22/03/2022,26.1,31,19,87,-,4.7,14.6,33.5,6.87
23/03/2022,17.9,20,16,84,-,9.8,14.8,27.8,5.35
24/03/2022,19.4,20,16,91,-,4.3,11.5,18.3,13.35
25/03/2022,23.1,25,19,89,-,3.4,7.4,14.8,19.45
26/03/2022,26.7,32,23,82,0,4.2,9.8,18.3,19.42
27/03/2022,21.2,25,18,74,-,9.8,15.6,29.4,18.82
28/03/2022,19.9,22,18,74,0,8.7,8.3,14.8,3.18
29/03/2022,20.1,22,19,87,-,3.1,6.9,13,6.54
30/03/2022,22.5,25,19,89,-,4,10.9,20.6,11.5
31/03/2022,23.9,29,19,82,-,7.6,11.9,31.7,3.37
01/04/2022,17.8,19,17,78,-,9.2,15.2,20.6,2.4
02/04/2022,19.1,22,15,59,0,10,12.2,22.2,2.46
03/04/2022,20.4,25,16,55,0,10,8.3,22.2,3.52
04/04/2022,21.4,27,17,55,0,9.8,7.6,18.3,7.21
05/04/2022,22.7,27,18,60,0,9.2,5.4,13,4.72
06/04/2022,24.8,29,19,65,0,7.4,7.4,13,3.3
07/04/2022,25.4,31,19,58,0,8.2,8.5,16.5,9.57
08/04/2022,25.1,31,20,61,0,7.1,8.5,14.8,3.78
09/04/2022,24.5,30,20,65,0,7.6,13.1,22.2,1.79
10/04/2022,24.6,29,21,73,0,7.9,11.9,18.3,2.93
11/04/2022,23.3,25,22,87,-,6.3,10,16.5,2.21
12/04/2022,25.1,28,23,85,0,7.4,11.5,18.3,5.07
13/04/2022,27,32,23,76,0,6.4,7,11.1,13.51
14/04/2022,27.4,31,24,74,0,8,15.2,22.2,6.62
15/04/2022,26.1,28,23,87,-,6.1,14.8,25.9,4.92
16/04/2022,21.6,26,18,87,-,9.5,17,25.9,1.96
17/04/2022,17.7,19,17,92,-,8.9,12.8,18.3,2.45
18/04/2022,19.6,23,17,79,-,9.3,9.8,18.3,8.01
19/04/2022,22.3,26,19,69,0,9.3,8.9,16.5,3.75
20/04/2022,22,26,20,76,0,6.8,8.1,11.1,1.31
21/04/2022,22.2,23,21,88,-,4.3,11.3,18.3,0.64
22/04/2022,25.8,29,22,81,-,7.9,14.8,22.2,2.05
23/04/2022,27.3,31,24,82,-,8.5,14.1,20.6,2.3
24/04/2022,26.8,29,25,86,-,8.5,14.6,20.6,3.22
25/04/2022,27.9,32,26,83,0,8.2,14.8,24.1,6.71
26/04/2022,28.1,31,26,83,-,7.6,15,22.2,1.95
27/04/2022,28.2,31,26,84,-,8.9,14.8,20.6,2.54
28/04/2022,26.9,28,26,88,-,8.7,13.3,22.2,1.63
29/04/2022,26.8,28,25,89,-,7.2,9.4,18.3,0.81
30/04/2022,27.8,32,20,78,-,9,14.3,37,1.94
01/05/2022,22.8,27,20,60,-,10,15.6,27.8,2.55
02/05/2022,23.7,27,19,56,0,10,8.3,18.3,1.05
03/05/2022,24.7,30,19,52,0,9.8,7.8,20.6,0.5
04/05/2022,25.5,30,21,54,0,9.3,8,18.3,6.39
05/05/2022,26.1,30,23,65,0,8.5,10,20.6,4.94
06/05/2022,26.3,29,24,74,-,8.2,7.6,11.1,0.5
07/05/2022,26.8,30,24,82,-,8.2,10.6,24.1,0.73
08/05/2022,26.1,29,24,84,-,9.5,17.4,27.8,1.44
09/05/2022,27.5,32,25,83,-,9.5,16.1,22.2,4.69
10/05/2022,28.7,33,26,82,-,9,12.2,22.2,15.23
11/05/2022,29,33,26,82,-,8.5,11.3,20.6,2.32
12/05/2022,26.6,31,24,88,-,9,10,18.3,0.5
13/05/2022,26,30,23,84,-,8.7,14.4,20.6,0.82
14/05/2022,24.7,26,23,89,-,7.2,8.3,14.8,1.11
15/05/2022,24.4,27,22,76,-,8.9,13.5,20.6,2.36
16/05/2022,23.5,27,20,67,-,10,7.8,16.5,1.89
17/05/2022,24.9,28,22,63,0,9.7,8.3,16.5,1.31
18/05/2022,25.8,29,23,71,0,9,11.1,22.2,0.5
19/05/2022,26.2,29,24,80,0,8.4,10.7,16.5,0.64
20/05/2022,26.9,30,24,79,-,9.3,9.1,16.5,1.4
21/05/2022,25.2,27,23,80,-,9.8,12.2,18.3,0.78
22/05/2022,24.3,26,23,96,-,5.5,12,20.6,2.77
23/05/2022,24.1,27,23,97,-,6,9.8,20.6,13.89
24/05/2022,24.2,25,23,98,-,6.8,6.3,11.1,5.4
25/05/2022,27.8,31,25,85,0,6.6,8.5,16.5,0.5
26/05/2022,28.6,33,25,81,-,7.9,10.9,16.5,0.5
27/05/2022,27.9,32,24,88,-,7.6,10.2,25.9,0.72
28/05/2022,28.7,33,26,87,-,8.2,13.1,24.1,1.15
29/05/2022,28.5,34,26,86,-,8.7,10.7,27.8,0.86
30/05/2022,27.3,32,24,88,-,8.9,9.3,22.2,0.67
31/05/2022,27.7,32,25,84,-,8.5,9.4,18.3,0.63
01/06/2022,28.8,34,25,82,-,8,10.4,27.8,0.54
02/06/2022,29.7,34,26,80,0,9,11.1,16.5,0.7
03/06/2022,31.3,37,27,70,0,9.7,10.6,18.3,0.68
04/06/2022,32.1,38,27,68,0,9.8,9.4,18.3,1.1
05/06/2022,30.7,34,28,79,0,9.2,11.1,16.5,3.44
06/06/2022,27.1,30,24,87,-,9.3,5.6,14.8,2.6
07/06/2022,28.6,31,26,82,0,8.7,8.1,14.8,1.65
08/06/2022,27.2,32,25,87,-,8.2,7.2,14.8,0.5
09/06/2022,29.4,33,27,82,0,7.4,7.4,11.1,0.67
10/06/2022,29.2,33,26,83,-,8.7,9.1,13,0.53
11/06/2022,28.2,29,27,88,-,7.2,6.5,9.4,0.6
12/06/2022,31,34,27,75,-,8.2,8,14.8,0.58
13/06/2022,29.7,35,25,78,-,9.5,10,27.8,0.5
14/06/2022,27.7,30,26,86,-,10,10.7,18.3,1.32
15/06/2022,28.3,31,25,81,-,9.7,7.8,14.8,0.5
16/06/2022,30.3,35,26,73,0,10,9.1,14.8,0.84
17/06/2022,31.8,35,27,67,0,9.7,9.8,14.8,1.0
18/06/2022,32.6,37,28,60,0,9.8,10.7,22.2,0.55
19/06/2022,34.1,38,29,56,0,9.5,8.5,18.3,0.65
20/06/2022,33.2,38,28,61,0,9.7,12,18.3,0.58
21/06/2022,33.1,39,27,62,0,9.8,13.5,25.9,1.71
22/06/2022,30.6,36,24,74,-,9.3,13.9,25.9,1.67
23/06/2022,28.3,33,25,84,0,9.3,9.1,18.3,2.17
24/06/2022,30.4,35,26,73,0,9.8,13.9,24.1,1.83
25/06/2022,30.8,35,27,69,0,10,12.8,24.1,0.71
26/06/2022,30.5,35,28,75,-,9.8,13.5,24.1,0.5
27/06/2022,32.1,37,28,69,0,10,11.5,22.2,0.97
28/06/2022,32.2,36,29,69,0,9.8,10.4,22.2,1.41
29/06/2022,29.6,33,23,76,-,9.5,7.4,29.4,0.63
30/06/2022,28.6,32,26,82,0,9.3,7.2,11.1,0.95
01/07/2022,28.4,33,26,84,-,9.5,9.6,18.3,1.29
02/07/2022,30.1,36,26,75,-,9.7,13,35.2,0.76
03/07/2022,32.2,37,28,70,0,10,8.3,16.5,0.58
04/07/2022,32.1,36,29,74,0,9.8,8.1,16.5,1.25
05/07/2022,29.2,36,24,82,-,9.8,10.6,37,1.63
06/07/2022,28.4,31,26,84,-,8,9.1,13,0.5
07/07/2022,27.2,32,25,89,-,8,11.7,24.1,0.98
08/07/2022,27.4,29,25,89,-,10,7.2,13,2.84
09/07/2022,27.3,30,26,88,-,9,8.7,18.3,1.2
10/07/2022,29.6,34,27,78,-,10,5.9,11.1,1.4
11/07/2022,30.2,34,28,78,0,9.8,9.1,18.3,0.58
12/07/2022,29.7,33,27,81,-,9.8,8.7,16.5,0.7
13/07/2022,28.7,33,26,84,-,9.2,5.7,22.2,0.77
14/07/2022,30.1,34,25,78,-,9.8,10,20.6,0.67
15/07/2022,29.6,33,26,82,-,9.3,8.9,20.6,0.5
16/07/2022,31.7,35,29,75,0,10,13.3,18.3,0.95
17/07/2022,32.3,36,29,78,0,10,13,22.2,2.09
18/07/2022,31.1,37,25,77,-,9.8,13,27.8,2.1
19/07/2022,29.2,35,26,82,-,10,11.1,24.1,2.57
20/07/2022,28.5,32,27,85,-,9.7,8,22.2,6.21
21/07/2022,27.4,31,25,88,-,9.7,13.1,25.9,0
22/07/2022,27.7,33,25,86,-,9.8,9.8,37,0.5
23/07/2022,30.1,35,27,76,0,9.3,8.7,16.5,0.57
24/07/2022,30.9,35,26,73,0,9.2,11.7,16.5,0.5
25/07/2022,30.8,35,26,71,0,9.3,10.6,16.5,0.6
26/07/2022,30.8,36,27,73,0,9.3,12.2,18.3,0.86
27/07/2022,30.7,35,26,72,0,9.3,12,18.3,0.66
28/07/2022,30.5,34,27,76,0,9.3,10.7,16.5,0.73
29/07/2022,31.1,35,28,74,0,9.3,10.2,16.5,0.59
30/07/2022,29.2,35,25,80,-,8.4,6.9,35.2,6.57
31/07/2022,29.4,34,26,78,-,9.8,11.1,27.8,7.71
01/08/2022,29.4,34,26,79,-,9.5,9.4,22.2,6.51
02/08/2022,30.3,34,27,76,-,9.3,8.9,18.3,0.81
03/08/2022,31.5,36,28,71,0,9.2,8.1,16.5,0.83
04/08/2022,29.7,35,25,79,-,9.7,9.1,18.3,0.8
05/08/2022,28.7,32,25,80,-,9.5,10.7,20.6,0.64
06/08/2022,27.3,29,26,87,-,9.3,9.3,16.5,0.5
07/08/2022,27.8,31,26,88,-,8,9.3,18.3,0.61
08/08/2022,28.1,35,25,82,-,9.5,7.6,25.9,0.63
09/08/2022,30.2,35,26,73,-,10,5.9,9.4,2.91
10/08/2022,27.8,33,25,85,-,8.9,11.7,22.2,2.02
11/08/2022,26,29,23,93,-,8.7,14.3,27.8,0.77
12/08/2022,25.2,27,24,93,-,6.4,7.2,13,1.22
13/08/2022,28.4,31,25,81,0,8.7,8.3,14.8,0.65
14/08/2022,28.7,33,25,80,0,9,8.5,14.8,0.63
15/08/2022,29.9,34,27,79,0,9.7,9.3,18.3,0.5
16/08/2022,30.9,35,27,75,0,9.5,9.3,16.5,0.66
17/08/2022,30.2,35,27,78,0,8.9,9.8,14.8,1.25
18/08/2022,30.7,35,27,76,0,9.7,8.9,22.2,11.17
19/08/2022,31,35,25,75,-,9,9.4,27.8,10.48
20/08/2022,27.2,31,24,89,-,9,8,22.2,13.27
21/08/2022,27.1,30,25,89,-,9.8,13.7,25.9,0.7
22/08/2022,29.9,34,27,80,-,9.2,9.8,16.5,1.16
23/08/2022,29.6,34,27,82,-,9.7,9.1,16.5,0.79
24/08/2022,31.2,35,28,78,0,8.5,5.2,11.1,2.79
25/08/2022,27.1,31,24,89,-,7.2,15.6,27.8,9.55
26/08/2022,28.6,32,26,83,-,9.7,14.4,29.4,2.07
27/08/2022,29.7,34,26,77,0,9.8,11.1,22.2,2.44
28/08/2022,30.5,35,27,77,0,9.5,13,22.2,1.14
29/08/2022,30.6,36,27,75,0,9,12.8,18.3,0.67
30/08/2022,30.8,35,27,72,0,9.3,10.4,16.5,0.76
31/08/2022,30.6,35,28,76,0,9,8.5,13,8.16
01/09/2022,28.1,31,25,83,-,9.2,9.8,29.4,1.13
02/09/2022,30.7,35,27,70,0,9.3,6.3,13,0.5
03/09/2022,30.8,35,26,73,0,8.5,9.3,22.2,1.84
04/09/2022,26.7,31,25,81,-,9.7,11.1,18.3,1.62
05/09/2022,29.2,34,25,66,0,10,7,13,4.37
06/09/2022,30.4,36,26,61,0,9.7,5.9,11.1,1.91
07/09/2022,28.3,35,25,75,-,7.7,6.7,25.9,6.38
08/09/2022,26.7,31,25,87,-,8.5,11.5,29.4,0.93
09/09/2022,27.4,30,25,81,-,9.5,5.7,9.4,0.5
10/09/2022,28.4,32,26,79,0,8.4,6.1,11.1,1.11
11/09/2022,28.7,33,26,77,0,8.9,8.3,13,2.55
12/09/2022,29.4,33,26,74,0,8.7,6.9,13,1.68
13/09/2022,29.1,33,26,77,0,7.2,6.5,14.8,0.64
14/09/2022,29.9,35,26,72,0,7.4,5.7,13,0.71
15/09/2022,30.4,35,27,73,0,8.4,10.6,18.3,0.66
16/09/2022,27.8,31,26,81,-,9.8,10,18.3,0.66
17/09/2022,27.8,32,25,83,-,8.4,8.7,16.5,1.16
18/09/2022,29.8,34,26,74,0,8,7.4,13,0.78
19/09/2022,30.1,35,27,76,0,7.9,8.5,14.8,0.59
20/09/2022,29.1,35,25,73,0,9.3,7,16.5,0.6
21/09/2022,27.4,31,24,81,-,8.9,6.7,25.9,1.25
22/09/2022,27.6,32,25,80,-,9.3,8.9,22.2,1.08
23/09/2022,27.4,34,23,77,-,8.9,8.3,27.8,0.54
24/09/2022,26.9,29,25,76,-,10,10.4,14.8,1.64
25/09/2022,25.6,28,24,85,-,8,9.3,18.3,10.13
26/09/2022,28.2,33,24,78,0,6.8,6.5,11.1,2.36
27/09/2022,29.6,34,26,70,-,8,7.6,11.1,2.57
28/09/2022,26.4,30,25,81,-,7.9,7.4,14.8,1.23
29/09/2022,25.8,29,24,88,-,8,7.8,14.8,0.89
30/09/2022,26.6,32,25,85,-,9.2,8.5,25.9,0.71
01/10/2022,26.4,29,25,87,-,9.3,12.8,20.6,0.59
02/10/2022,26.8,30,25,84,-,9.7,9.1,18.3,0.69
03/10/2022,27.9,33,25,79,0,8.7,7.2,24.1,2.15
04/10/2022,27.4,33,24,80,-,9,5.2,16.5,14.55
05/10/2022,28.6,33,25,74,0,8.7,6.7,18.3,4.09
06/10/2022,26.3,33,24,84,-,8.9,6.1,29.4,0.5
07/10/2022,26.4,30,24,86,-,7.7,6.9,31.7,0.5
08/10/2022,26.9,30,25,79,-,9,10,24.1,0.63
09/10/2022,24.6,27,23,70,-,9.5,17.2,27.8,0.62
10/10/2022,22.9,27,19,61,0,9.5,8.7,18.3,0.63
11/10/2022,24.3,29,20,57,0,8.9,6.9,16.5,0.91
12/10/2022,25.2,30,22,55,0,9.2,7,14.8,2.02
13/10/2022,24.7,30,19,54,0,9.3,6.3,14.8,0.82
14/10/2022,25.5,31,21,54,0,9.2,7.4,18.3,0.56
15/10/2022,25.4,31,19,50,0,9.7,8,18.3,0.71
16/10/2022,27.3,32,20,49,0,9.2,11.3,22.2,0.5
17/10/2022,27.1,32,23,45,0,9.7,12,20.6,0.68
18/10/2022,25.3,30,20,44,0,9.3,11.3,25.9,0.52
19/10/2022,20.5,26,16,60,-,8.2,11.9,20.6,0.56
20/10/2022,17.6,19,17,93,-,6.8,8,14.8,0.59
21/10/2022,20.7,22,19,92,-,6.6,8.7,13,0.5
22/10/2022,26.1,32,20,74,0,9.2,5.9,13,0.52
23/10/2022,27.9,34,23,67,0,8.5,5.2,11.1,0.5
24/10/2022,28,33,24,66,0,7.9,7.8,20.6,0.5
25/10/2022,24.4,28,23,85,-,4.7,7,16.5,0.95
26/10/2022,25.6,29,23,80,0,5.8,5.7,11.1,0.5
27/10/2022,26.6,29,24,73,0,9.8,6.9,11.1,0.89
28/10/2022,27.1,31,24,66,0,8.2,6.9,13,2.41
29/10/2022,25.8,30,21,71,0,6.8,7.4,13,5.79
30/10/2022,26.1,31,21,67,0,8.5,9.1,16.5,7.27
31/10/2022,25.3,30,21,53,0,10,11.5,22.2,2.56
01/11/2022,23.8,30,17,53,0,9.7,9.3,20.6,5.37
02/11/2022,23.2,30,17,57,0,8.5,6.3,16.5,12.79
03/11/2022,23.7,30,18,59,0,9.2,6.7,13,3.76
04/11/2022,24.7,30,20,63,0,7.7,6.3,14.8,1.93
05/11/2022,24.5,29,20,65,0,8,8.3,22.2,0.57
06/11/2022,23.4,28,19,71,0,6,7.2,13,1.02
07/11/2022,23.8,28,20,73,0,5.6,6.9,13,1.0
08/11/2022,24.1,29,19,72,0,5.6,5.2,16.5,2.23
09/11/2022,24.9,29,20,74,0,7.9,6.3,13,1.34
10/11/2022,25.1,27,23,79,0,5.3,5.7,11.1,0.98
11/11/2022,25.8,30,23,78,0,7.9,10,16.5,0.72
12/11/2022,25.9,30,22,76,0,7.9,10.2,16.5,0.77
13/11/2022,25.8,29,22,78,0,7.2,5.6,11.1,0.94
14/11/2022,25.7,29,23,80,0,5.6,6.1,9.4,0.5
15/11/2022,26.1,29,24,80,-,7.9,9.4,16.5,1.31
16/11/2022,27.2,31,24,77,0,8.5,12.4,18.3,2.53
17/11/2022,26.8,31,24,80,0,8.7,14.3,24.1,1.87
18/11/2022,27.1,31,25,81,-,9,13,18.3,1.24
19/11/2022,26.4,30,23,77,-,9.2,10.2,16.5,0.93
20/11/2022,24.6,29,22,77,0,9,7.8,14.8,1.22
21/11/2022,25.2,30,21,75,0,7.1,6.9,11.1,1.33
22/11/2022,26.1,28,23,74,0,8.4,5,9.4,1.04
23/11/2022,25.9,29,22,77,-,9.2,9.3,14.8,0.5
24/11/2022,22.4,24,21,90,-,8.5,8.3,13,0.68
25/11/2022,23.4,25,22,90,-,6.8,6.9,11.1,0.5
26/11/2022,23.2,25,22,92,-,7.6,13.1,18.3,1.56
27/11/2022,27.1,31,24,80,0,8.4,15.2,22.2,0.7
28/11/2022,27.4,32,25,82,0,8.7,13.9,20.6,0.62
29/11/2022,28.1,32,26,79,-,9.2,13.3,20.6,0.79
30/11/2022,23.3,32,15,81,-,9.8,20.6,33.5,1.17
01/12/2022,14.4,15,13,77,-,10,17.6,24.1,0.54
02/12/2022,15.6,18,13,67,0,10,10.9,20.6,2.56
03/12/2022,17.9,20,15,73,0,9.5,8,13,9.42
04/12/2022,16.7,19,15,78,-,10,15.2,20.6,10.8
05/12/2022,16.6,20,14,68,0,9.8,11.1,22.2,4.81
06/12/2022,17.6,19,15,60,0,9.2,8.3,14.8,0.54
07/12/2022,16.3,18,15,74,0,8.9,10,18.3,2.23
08/12/2022,16.6,17,16,80,0,9.7,10,14.8,9.22
09/12/2022,16.3,17,15,84,-,7.7,10.4,14.8,3.73
10/12/2022,16.8,18,15,81,-,7.7,7.2,14.8,0
11/12/2022,18.7,21,17,59,0,10,7,13,6.64
12/12/2022,17.7,22,14,59,0,8,9.4,22.2,2.78
13/12/2022,18.5,23,13,47,0,7.9,8.7,13,6.2
14/12/2022,17.3,22,11,50,0,8.5,9.1,18.3,6.16
15/12/2022,17.8,23,12,57,0,7.1,8.5,14.8,13.5
16/12/2022,20.3,24,18,52,0,8.2,10.7,20.6,12.95
17/12/2022,18.3,21,15,34,0,10,17.2,27.8,6.78
18/12/2022,15.3,20,9,35,0,9.8,9.8,20.6,5.1
19/12/2022,14.7,20,9,45,0,8,7,13,0.5
20/12/2022,18.2,22,10,44,0,8.5,7.8,16.5,1.36
21/12/2022,18,23,13,51,0,7.6,7.6,18.3,20.73
22/12/2022,19.1,24,12,49,0,8.4,6.7,14.8,15.1
23/12/2022,19.6,24,15,48,0,9,9.3,20.6,12.85
24/12/2022,18.7,24,13,50,0,8.9,6.3,13,18.78
25/12/2022,18.4,24,13,65,0,7.6,10.4,20.6,8.87
26/12/2022,17.6,20,14,78,0,5,6.1,13,8.9
27/12/2022,19.4,21,17,73,0,8.7,9.8,16.5,12.02
28/12/2022,13.6,18,12,76,-,8.7,15.6,24.1,8.63
29/12/2022,13.6,15,13,65,0,10,11.9,18.3,7.37
30/12/2022,14.4,16,13,67,0,9.5,9.3,18.3,7.54
31/12/2022,15,17,12,65,0,9.8,6.9,11.1,4.92
01/01/2023,17.7,22,11,66,0,7.6,6.3,13,11.66
02/01/2023,17.9,21,15,67,-,9.3,10.6,16.5,2.7
03/01/2023,18.5,21,15,65,0,7.6,7.4,16.5,5.03
04/01/2023,19.2,22,16,68,0,6.3,10,18.3,3.76
05/01/2023,19.4,21,17,73,0,8.4,7.6,14.8,4.94
06/01/2023,19.1,25,12,55,0,9.7,15,25.9,8.35
07/01/2023,18.1,23,13,59,0,7.6,5,9.4,10.39
08/01/2023,19.7,23,16,63,-,6.6,7.6,14.8,8.79
09/01/2023,20.6,23,18,72,0,3.9,6.9,16.5,12.24
10/01/2023,19.7,23,18,82,-,4.5,6.5,14.8,8.17
11/01/2023,19.6,21,18,89,-,5.1,7,11.1,3.69
12/01/2023,21.1,24,19,82,-,5.6,11.1,18.3,2.15
13/01/2023,22.9,29,19,80,-,5.6,10.7,16.5,5.7
14/01/2023,24.3,32,19,66,0,6.4,8.3,16.5,4.78
15/01/2023,17.8,22,13,64,0,8.7,20.6,31.7,9.01
16/01/2023,13.2,15,11,52,0,10,13.5,18.3,4.93
17/01/2023,12.9,14,11,60,0,10,10.7,20.6,7.29
18/01/2023,14.9,17,13,58,0,8.5,7.8,14.8,8.11
19/01/2023,15,17,14,58,0,9.7,7.4,14.8,11.87
20/01/2023,15.6,18,12,65,0,6.6,7.2,13,10.18
21/01/2023,17.8,23,13,70,0,5.1,8.3,14.8,11.0
22/01/2023,18.5,21,16,77,0,3.9,5.2,9.4,4.55
23/01/2023,19.5,23,16,67,0,7.9,14.4,29.4,8.71
24/01/2023,15.1,20,7,47,0,10,13.5,27.8,10.46
25/01/2023,14.3,19,7,56,0,8.5,11.7,18.3,12.54
26/01/2023,15.6,18,13,75,-,6.6,8.1,22.2,6.69
27/01/2023,15.1,17,13,51,0,9.8,12.6,25.9,8.96
28/01/2023,14.3,20,9,43,0,9.7,8.3,16.5,4.59
29/01/2023,14.7,21,9,44,0,8.4,7.2,14.8,7.1
30/01/2023,15.6,22,9,50,0,7.6,8.9,16.5,4.38
